artist,date,rank,streams,title
A Boogie Wit da Hoodie,2017-07-17,35,540339,Drowning (feat. Kodak Black)
Kesha,2017-07-17,36,535596,Praying
Ed Sheeran,2017-07-17,37,531303,Shape of You
Shawn Mendes,2017-07-17,38,527805,There's Nothing Holdin' Me Back
Lauv,2017-07-17,39,518661,I Like Me Better
Kendrick Lamar,2017-07-17,40,512052,LOVE. FEAT. ZACARI.
Zedd,2017-07-17,41,492827,Stay (with Alessia Cara)
Khalid,2017-07-17,42,488209,Young Dumb & Broke
2 Chainz,2017-07-17,43,469531,4 AM
2 Chainz,2017-07-17,44,455755,It's A Vibe
KYLE,2017-07-17,45,451207,iSpy (feat. Lil Yachty)
Drake,2017-07-17,46,449927,Passionfruit
Camila Cabello,2017-07-17,47,428857,Crying in the Club
Kendrick Lamar,2017-07-17,48,425940,LOYALTY. FEAT. RIHANNA.
Metro Boomin,2017-07-17,49,407305,No Complaints
Luis Fonsi,2017-07-17,50,383721,Despacito (Featuring Daddy Yankee)
Martin Garrix,2017-07-17,51,366117,There for You
21 Savage,2017-07-17,52,362290,Numb
The Chainsmokers,2017-07-17,53,362035,Something Just Like This
SZA,2017-07-17,54,356656,Love Galore
Major Lazer,2017-07-17,55,348201,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)"
Portugal. The Man,2017-07-17,56,329355,Feel It Still
Kodak Black,2017-07-17,57,327843,Tunnel Vision
Playboi Carti,2017-07-17,58,326072,wokeuplikethis*
Hailee Steinfeld,2017-07-17,59,324871,Most Girls
blackbear,2017-07-17,60,323766,do re mi
Axwell /\ Ingrosso,2017-07-17,61,322265,More Than You Know
Kygo,2017-07-17,62,320572,It Ain't Me (with Selena Gomez)
Big Sean,2017-07-17,63,319563,Bounce Back
French Montana,2017-07-17,64,318718,A Lie
James Arthur,2017-07-17,65,316334,Say You Won't Let Go
Julia Michaels,2017-07-17,66,314298,Issues
Drake,2017-07-17,67,313422,Portland
Thomas Rhett,2017-07-17,68,307054,Craving You
Jonas Blue,2017-07-17,69,305420,Mama
Miley Cyrus,2017-07-17,70,303614,Malibu
The Chainsmokers,2017-07-17,71,303215,Closer
Fifth Harmony,2017-07-17,72,303184,Down
Migos,2017-07-17,73,299405,T-Shirt
Dua Lipa,2017-07-17,74,298116,New Rules
Rae Sremmurd,2017-07-17,75,297235,Swang
Kendrick Lamar,2017-07-17,76,292462,ELEMENT.
Jason Derulo,2017-07-17,77,288709,Swalla (feat. Nicki Minaj & Ty Dolla $ign)
Migos,2017-07-17,78,287788,Bad and Boujee (feat. Lil Uzi Vert)
Maggie Lindemann,2017-07-17,79,281077,Pretty Girl - Cheat Codes X CADE Remix
XXXTENTACION,2017-07-17,80,277678,Look At Me!
Rita Ora,2017-07-17,81,276122,Your Song
Zedd,2017-07-17,82,273106,Get Low (with Liam Payne)
Drake,2017-07-17,83,265378,Fake Love
Tee Grizzley,2017-07-17,84,262686,First Day Out
Cheat Codes,2017-07-17,85,261167,No Promises (feat. Demi Lovato)
Gucci Mane,2017-07-17,86,260256,Met Gala (feat. Offset)
The Weeknd,2017-07-17,87,259088,Starboy
Ayo & Teo,2017-07-17,88,257186,Rolex
Maluma,2017-07-17,89,255077,Felices los 4
DRAM,2017-07-17,90,248727,Broccoli (feat. Lil Yachty)
Drake,2017-07-17,91,242075,One Dance
Chance The Rapper,2017-07-17,92,242000,No Problem (feat. Lil Wayne & 2 Chainz)
Drake,2017-07-17,93,240845,Gyalchester
Luke Combs,2017-07-17,94,237990,Hurricane
Young Thug,2017-07-17,95,236608,pick up the phone
Travis Scott,2017-07-17,96,236274,beibs in the trap
Russ,2017-07-17,97,235508,Losin Control
Post Malone,2017-07-17,98,232868,White Iverson
Imagine Dragons,2017-07-17,99,232001,Whatever It Takes
Lana Del Rey,2017-07-17,100,231272,Summer Bummer (feat. A$AP Rocky & Playboi Carti)
Lil Uzi Vert,2017-07-17,101,230380,Money Longer
Post Malone,2017-07-17,102,229769,Go Flex
ZAYN,2017-07-17,103,228137,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
Dustin Lynch,2017-07-17,104,225437,Small Town Boy
Aminé,2017-07-17,105,221735,Caroline
21 Savage,2017-07-17,106,220989,X (feat. Future)
Kane Brown,2017-07-17,107,218811,What Ifs
YFN Lucci,2017-07-17,108,218645,Everyday We Lit (feat. PnB Rock)
Young Thug,2017-07-17,109,216249,Relationship (feat. Future)
6LACK,2017-07-17,110,215916,PRBLMS
Moon Taxi,2017-07-17,111,212488,Two High
Lorde,2017-07-17,112,212454,Homemade Dynamite
J. Cole,2017-07-17,113,211673,No Role Modelz
J. Cole,2017-07-17,114,211078,Neighbors
Yo Gotti,2017-07-17,115,210585,Rake It Up
The Chainsmokers,2017-07-17,116,210296,Paris
Brett Young,2017-07-17,117,209017,In Case You Didn't Know
PnB Rock,2017-07-17,118,207271,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)"
Harry Styles,2017-07-17,119,207258,Sign of the Times
OneRepublic,2017-07-17,120,205916,No Vacancy
Russ,2017-07-17,121,204942,What They Want
Ed Sheeran,2017-07-17,122,203901,Castle on the Hill
Lil Uzi Vert,2017-07-17,123,202553,You Was Right
Post Malone,2017-07-17,124,202223,Candy Paint
The Weeknd,2017-07-17,125,201481,I Feel It Coming
Wisin,2017-07-17,126,199417,Escápate Conmigo
Bruno Mars,2017-07-17,127,198352,24K Magic
Clean Bandit,2017-07-17,128,197335,Symphony (feat. Zara Larsson)
Big Sean,2017-07-17,129,196733,Jump Out The Window
The Chainsmokers,2017-07-17,130,194018,Don't Let Me Down
Hailee Steinfeld,2017-07-17,131,192626,Starving
Smokepurpp,2017-07-17,132,192446,Audi.
Logic,2017-07-17,133,189850,Everybody
21 Savage,2017-07-17,134,189581,Bad Business
Future,2017-07-17,135,189208,Low Life
Loote,2017-07-17,136,187784,High Without Your Love
The Weeknd,2017-07-17,137,187673,Reminder
Lil Pump,2017-07-17,138,187574,Flex Like Ouu
Kesha,2017-07-17,139,185907,Woman
Ed Sheeran,2017-07-17,140,185734,Galway Girl
21 Savage,2017-07-17,141,185727,Famous
LANY,2017-07-17,142,184327,Super Far
NAV,2017-07-17,143,184136,Myself
Lord Huron,2017-07-17,144,183436,The Night We Met
Future,2017-07-17,145,182818,Selfish
Khalid,2017-07-17,146,182680,Saved
Bryson Tiller,2017-07-17,147,182457,Don't
Rae Sremmurd,2017-07-17,148,182392,Black Beatles
Tee Grizzley,2017-07-17,149,180912,From The D To The A (feat. Lil Yachty)
Jon Pardi,2017-07-17,150,180868,Heartache On The Dance Floor
Dylan Scott,2017-07-17,151,180712,My Girl
Big Sean,2017-07-17,152,180541,Moves
"Tyler, The Creator",2017-07-17,153,180411,Who Dat Boy
21 Savage,2017-07-17,154,180135,No Heart
AJR,2017-07-17,155,178264,Weak
Bryson Tiller,2017-07-17,156,177942,Run Me Dry
Mike WiLL Made-It,2017-07-17,157,177604,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)"
6LACK,2017-07-17,158,176390,Ex Calling
Lady Gaga,2017-07-17,159,175292,The Cure
Bryson Tiller,2017-07-17,160,174377,Exchange
NAV,2017-07-17,161,173024,Some Way
Alessia Cara,2017-07-17,162,172870,"How Far I'll Go - From ""Moana"""
A$AP Mob,2017-07-17,163,172102,RAF
NAV,2017-07-17,164,171401,Up
PnB Rock,2017-07-17,165,171139,Selfish
Eminem,2017-07-17,166,169729,'Till I Collapse
Shawn Hook,2017-07-17,167,168579,Reminding Me
French Montana,2017-07-17,168,168027,Bring Dem Things
Old Dominion,2017-07-17,169,167785,No Such Thing as a Broken Heart
Ty Dolla $ign,2017-07-17,170,167490,Love U Better (feat. Lil Wayne & The-Dream)
Khalid,2017-07-17,171,167050,8TEEN
2 Chainz,2017-07-17,172,166512,Good Drank
Rihanna,2017-07-17,173,165899,Love On The Brain
Keith Urban,2017-07-17,174,165685,The Fighter
Chris Jeday,2017-07-17,175,165522,Ahora Dice
Florida Georgia Line,2017-07-17,176,165219,H.O.L.Y.
Auli'i Cravalho,2017-07-17,177,165161,How Far I'll Go
Trey Songz,2017-07-17,178,163705,Nobody Else But You
Kendrick Lamar,2017-07-17,179,163184,XXX. FEAT. U2.
Rob $tone,2017-07-17,180,163145,Chill Bill
MadeinTYO,2017-07-17,181,162306,Skateboard P (feat. Big Sean)
Future,2017-07-17,182,162093,Extra Luv
Justin Timberlake,2017-07-17,183,160590,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"
Ed Sheeran,2017-07-17,184,160185,Perfect
Thomas Rhett,2017-07-17,185,159726,Die A Happy Man
Josh Turner,2017-07-17,186,158811,Hometown Girl
Twenty One Pilots,2017-07-17,187,158109,Heathens
SZA,2017-07-17,188,157012,The Weekend
OneRepublic,2017-07-17,189,156725,Rich Love (with Seeb)
Twenty One Pilots,2017-07-17,190,156689,Ride
Desiigner,2017-07-17,191,156377,Panda
Nebu Kiniza,2017-07-17,192,155899,Gassed Up
Childish Gambino,2017-07-17,193,155594,V. 3005
A Boogie Wit da Hoodie,2017-07-17,194,155473,My Shit
Gucci Mane,2017-07-17,195,155237,Both (feat. Drake)
Billy Currington,2017-07-17,196,154758,Do I Make You Wanna
Lil Uzi Vert,2017-07-17,197,153566,Erase Your Social
Migos,2017-07-17,198,153259,Get Right Witcha
Lil Uzi Vert,2017-07-17,199,152359,Do What I Want
Gucci Mane,2017-07-17,200,152099,Tone it Down (feat. Chris Brown)
Luis Fonsi,2017-07-18,1,1333286,Despacito - Remix
DJ Khaled,2017-07-18,2,1287947,Wild Thoughts
Lil Uzi Vert,2017-07-18,3,1276853,XO TOUR Llif3
French Montana,2017-07-18,4,1264180,Unforgettable
DJ Khaled,2017-07-18,5,1087387,I'm the One
Kendrick Lamar,2017-07-18,6,1070882,HUMBLE.
Selena Gomez,2017-07-18,7,952606,Fetish (feat. Gucci Mane)
Post Malone,2017-07-18,8,927435,Congratulations
Calvin Harris,2017-07-18,9,816202,Feels
Travis Scott,2017-07-18,10,771408,Butterfly Effect
Khalid,2017-07-18,11,770638,Location
Childish Gambino,2017-07-18,12,769854,Redbone
Liam Payne,2017-07-18,13,757310,Strip That Down
Demi Lovato,2017-07-18,14,750955,Sorry Not Sorry
Calvin Harris,2017-07-18,15,728382,Slide
21 Savage,2017-07-18,16,722537,Bank Account
David Guetta,2017-07-18,17,717671,2U (feat. Justin Bieber)
Kendrick Lamar,2017-07-18,18,711075,DNA.
Charlie Puth,2017-07-18,19,682604,Attention
Sam Hunt,2017-07-18,20,675565,Body Like A Back Road
Imagine Dragons,2017-07-18,21,673900,Believer
Playboi Carti,2017-07-18,22,662578,Magnolia
Drake,2017-07-18,23,659206,Signs
Logic,2017-07-18,24,654397,1-800-273-8255
J Balvin,2017-07-18,25,650839,Mi Gente
Future,2017-07-18,26,620830,Mask Off
Travis Scott,2017-07-18,27,613452,goosebumps
Migos,2017-07-18,28,590708,Slippery (feat. Gucci Mane)
Selena Gomez,2017-07-18,29,581951,Bad Liar
Niall Horan,2017-07-18,30,573000,Slow Hands
Bruno Mars,2017-07-18,31,567593,That's What I Like
Imagine Dragons,2017-07-18,32,556761,Thunder
Calvin Harris,2017-07-18,33,555480,Rollin
Halsey,2017-07-18,34,550756,Now Or Never
A Boogie Wit da Hoodie,2017-07-18,35,549447,Drowning (feat. Kodak Black)
Shawn Mendes,2017-07-18,36,543389,There's Nothing Holdin' Me Back
Kesha,2017-07-18,37,540869,Praying
Ed Sheeran,2017-07-18,38,537152,Shape of You
Lauv,2017-07-18,39,536527,I Like Me Better
Zedd,2017-07-18,40,526155,Stay (with Alessia Cara)
Kendrick Lamar,2017-07-18,41,506815,LOVE. FEAT. ZACARI.
Khalid,2017-07-18,42,493797,Young Dumb & Broke
2 Chainz,2017-07-18,43,476607,4 AM
Drake,2017-07-18,44,467317,Passionfruit
2 Chainz,2017-07-18,45,466594,It's A Vibe
KYLE,2017-07-18,46,457444,iSpy (feat. Lil Yachty)
Camila Cabello,2017-07-18,47,431883,Crying in the Club
Kendrick Lamar,2017-07-18,48,427146,LOYALTY. FEAT. RIHANNA.
Metro Boomin,2017-07-18,49,416337,No Complaints
Luis Fonsi,2017-07-18,50,391967,Despacito (Featuring Daddy Yankee)
21 Savage,2017-07-18,51,380561,Numb
Martin Garrix,2017-07-18,52,376590,There for You
The Chainsmokers,2017-07-18,53,372498,Something Just Like This
SZA,2017-07-18,54,370984,Love Galore
Major Lazer,2017-07-18,55,352504,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)"
Axwell /\ Ingrosso,2017-07-18,56,341937,More Than You Know
Portugal. The Man,2017-07-18,57,336904,Feel It Still
Hailee Steinfeld,2017-07-18,58,335001,Most Girls
Playboi Carti,2017-07-18,59,333542,wokeuplikethis*
Big Sean,2017-07-18,60,329168,Bounce Back
Fifth Harmony,2017-07-18,61,327775,Down
Kodak Black,2017-07-18,62,327054,Tunnel Vision
Kygo,2017-07-18,63,325797,It Ain't Me (with Selena Gomez)
James Arthur,2017-07-18,64,325399,Say You Won't Let Go
blackbear,2017-07-18,65,325268,do re mi
French Montana,2017-07-18,66,322893,A Lie
Drake,2017-07-18,67,320250,Portland
Jonas Blue,2017-07-18,68,319977,Mama
Julia Michaels,2017-07-18,69,318339,Issues
The Chainsmokers,2017-07-18,70,317288,Closer
Dua Lipa,2017-07-18,71,316509,New Rules
Miley Cyrus,2017-07-18,72,315960,Malibu
Maggie Lindemann,2017-07-18,73,312120,Pretty Girl - Cheat Codes X CADE Remix
Thomas Rhett,2017-07-18,74,303290,Craving You
Migos,2017-07-18,75,302157,T-Shirt
Rae Sremmurd,2017-07-18,76,300352,Swang
Jason Derulo,2017-07-18,77,296909,Swalla (feat. Nicki Minaj & Ty Dolla $ign)
Kendrick Lamar,2017-07-18,78,294058,ELEMENT.
Migos,2017-07-18,79,293710,Bad and Boujee (feat. Lil Uzi Vert)
Rita Ora,2017-07-18,80,290245,Your Song
XXXTENTACION,2017-07-18,81,284913,Look At Me!
Cheat Codes,2017-07-18,82,283347,No Promises (feat. Demi Lovato)
Zedd,2017-07-18,83,277617,Get Low (with Liam Payne)
Drake,2017-07-18,84,269561,Fake Love
Gucci Mane,2017-07-18,85,267522,Met Gala (feat. Offset)
Tee Grizzley,2017-07-18,86,266912,First Day Out
Maluma,2017-07-18,87,263068,Felices los 4
The Weeknd,2017-07-18,88,262429,Starboy
Ayo & Teo,2017-07-18,89,258256,Rolex
DRAM,2017-07-18,90,250243,Broccoli (feat. Lil Yachty)
Chance The Rapper,2017-07-18,91,248768,No Problem (feat. Lil Wayne & 2 Chainz)
Drake,2017-07-18,92,248656,Gyalchester
Drake,2017-07-18,93,247421,One Dance
Young Thug,2017-07-18,94,245822,pick up the phone
Travis Scott,2017-07-18,95,244508,beibs in the trap
Russ,2017-07-18,96,237581,Losin Control
Luke Combs,2017-07-18,97,237202,Hurricane
Post Malone,2017-07-18,98,235694,White Iverson
ZAYN,2017-07-18,99,235235,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
Post Malone,2017-07-18,100,232096,Go Flex
Lil Uzi Vert,2017-07-18,101,231761,Money Longer
Moon Taxi,2017-07-18,102,229996,Two High
Imagine Dragons,2017-07-18,103,229140,Whatever It Takes
21 Savage,2017-07-18,104,227713,X (feat. Future)
Yo Gotti,2017-07-18,105,227227,Rake It Up
Dustin Lynch,2017-07-18,106,226856,Small Town Boy
Aminé,2017-07-18,107,225473,Caroline
Clean Bandit,2017-07-18,108,224092,Symphony (feat. Zara Larsson)
Young Thug,2017-07-18,109,223215,Relationship (feat. Future)
OneRepublic,2017-07-18,110,222884,No Vacancy
YFN Lucci,2017-07-18,111,222669,Everyday We Lit (feat. PnB Rock)
Kane Brown,2017-07-18,112,220447,What Ifs
6LACK,2017-07-18,113,220193,PRBLMS
J. Cole,2017-07-18,114,218147,No Role Modelz
J. Cole,2017-07-18,115,216513,Neighbors
Lana Del Rey,2017-07-18,116,215667,Summer Bummer (feat. A$AP Rocky & Playboi Carti)
The Chainsmokers,2017-07-18,117,214467,Paris
Lorde,2017-07-18,118,213090,Homemade Dynamite
Harry Styles,2017-07-18,119,209974,Sign of the Times
Wisin,2017-07-18,120,208612,Escápate Conmigo
Loote,2017-07-18,121,207938,High Without Your Love
Brett Young,2017-07-18,122,207139,In Case You Didn't Know
Russ,2017-07-18,123,206555,What They Want
PnB Rock,2017-07-18,124,205780,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)"
Post Malone,2017-07-18,125,205282,Candy Paint
Lil Uzi Vert,2017-07-18,126,204346,You Was Right
The Weeknd,2017-07-18,127,204158,I Feel It Coming
The Chainsmokers,2017-07-18,128,203400,Don't Let Me Down
Ed Sheeran,2017-07-18,129,203394,Castle on the Hill
Bruno Mars,2017-07-18,130,203309,24K Magic
Big Sean,2017-07-18,131,200693,Jump Out The Window
Hailee Steinfeld,2017-07-18,132,198420,Starving
Future,2017-07-18,133,198290,Selfish
Smokepurpp,2017-07-18,134,198118,Audi.
Logic,2017-07-18,135,195576,Everybody
Future,2017-07-18,136,192588,Low Life
The Weeknd,2017-07-18,137,191154,Reminder
21 Savage,2017-07-18,138,190226,Bad Business
LANY,2017-07-18,139,189473,Super Far
Lil Pump,2017-07-18,140,189382,Flex Like Ouu
NAV,2017-07-18,141,187484,Myself
Rae Sremmurd,2017-07-18,142,186884,Black Beatles
Khalid,2017-07-18,143,185568,Saved
Ed Sheeran,2017-07-18,144,185066,Galway Girl
21 Savage,2017-07-18,145,184784,No Heart
Big Sean,2017-07-18,146,184507,Moves
Lord Huron,2017-07-18,147,183980,The Night We Met
Lady Gaga,2017-07-18,148,183934,The Cure
Kesha,2017-07-18,149,183484,Woman
Bryson Tiller,2017-07-18,150,183090,Don't
Mike WiLL Made-It,2017-07-18,151,182411,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)"
Bryson Tiller,2017-07-18,152,182163,Run Me Dry
Dylan Scott,2017-07-18,153,181906,My Girl
21 Savage,2017-07-18,154,181357,Famous
Eminem,2017-07-18,155,180965,'Till I Collapse
Jon Pardi,2017-07-18,156,180435,Heartache On The Dance Floor
Tee Grizzley,2017-07-18,157,180318,From The D To The A (feat. Lil Yachty)
6LACK,2017-07-18,158,179524,Ex Calling
NAV,2017-07-18,159,178186,Some Way
AJR,2017-07-18,160,177924,Weak
A$AP Mob,2017-07-18,161,177672,RAF
"Tyler, The Creator",2017-07-18,162,176053,Who Dat Boy
Bryson Tiller,2017-07-18,163,175550,Exchange
OneRepublic,2017-07-18,164,174923,Rich Love (with Seeb)
Alessia Cara,2017-07-18,165,174878,"How Far I'll Go - From ""Moana"""
PnB Rock,2017-07-18,166,171589,Selfish
Chris Jeday,2017-07-18,167,171125,Ahora Dice
NAV,2017-07-18,168,170156,Up
Khalid,2017-07-18,169,169984,8TEEN
Trey Songz,2017-07-18,170,169949,Nobody Else But You
Desiigner,2017-07-18,171,169744,Panda
Future,2017-07-18,172,168082,Extra Luv
2 Chainz,2017-07-18,173,167432,Good Drank
Old Dominion,2017-07-18,174,167151,No Such Thing as a Broken Heart
Kygo,2017-07-18,175,166653,First Time
Rihanna,2017-07-18,176,166558,Love On The Brain
Justin Timberlake,2017-07-18,177,166480,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"
French Montana,2017-07-18,178,166386,Bring Dem Things
Rob $tone,2017-07-18,179,166165,Chill Bill
Auli'i Cravalho,2017-07-18,180,165840,How Far I'll Go
Florida Georgia Line,2017-07-18,181,165454,H.O.L.Y.
Shawn Hook,2017-07-18,182,165201,Reminding Me
Ty Dolla $ign,2017-07-18,183,164605,Love U Better (feat. Lil Wayne & The-Dream)
MadeinTYO,2017-07-18,184,164228,Skateboard P (feat. Big Sean)
Keith Urban,2017-07-18,185,163878,The Fighter
Kendrick Lamar,2017-07-18,186,162366,XXX. FEAT. U2.
Twenty One Pilots,2017-07-18,187,162363,Ride
Martin Garrix,2017-07-18,188,159761,Scared to Be Lonely
Ed Sheeran,2017-07-18,189,159701,Perfect
Nebu Kiniza,2017-07-18,190,159549,Gassed Up
SZA,2017-07-18,191,159326,The Weekend
Thomas Rhett,2017-07-18,192,159150,Die A Happy Man
Josh Turner,2017-07-18,193,158645,Hometown Girl
Twenty One Pilots,2017-07-18,194,157651,Heathens
A Boogie Wit da Hoodie,2017-07-18,195,156574,My Shit
Childish Gambino,2017-07-18,196,156569,V. 3005
Gucci Mane,2017-07-18,197,156499,Both (feat. Drake)
Lil Uzi Vert,2017-07-18,198,154911,Do What I Want
Billy Currington,2017-07-18,199,154848,Do I Make You Wanna
Migos,2017-07-18,200,154579,Get Right Witcha
Luis Fonsi,2017-07-19,1,1339620,Despacito - Remix
DJ Khaled,2017-07-19,2,1285391,Wild Thoughts
Lil Uzi Vert,2017-07-19,3,1274672,XO TOUR Llif3
French Montana,2017-07-19,4,1261569,Unforgettable
DJ Khaled,2017-07-19,5,1081820,I'm the One
Kendrick Lamar,2017-07-19,6,1062407,HUMBLE.
Post Malone,2017-07-19,7,917766,Congratulations
Selena Gomez,2017-07-19,8,914223,Fetish (feat. Gucci Mane)
Calvin Harris,2017-07-19,9,792566,Feels
Demi Lovato,2017-07-19,10,786946,Sorry Not Sorry
Travis Scott,2017-07-19,11,783748,Butterfly Effect
Khalid,2017-07-19,12,773613,Location
Childish Gambino,2017-07-19,13,767758,Redbone
21 Savage,2017-07-19,14,764286,Bank Account
Liam Payne,2017-07-19,15,736122,Strip That Down
Calvin Harris,2017-07-19,16,708638,Slide
Kendrick Lamar,2017-07-19,17,707006,DNA.
David Guetta,2017-07-19,18,702563,2U (feat. Justin Bieber)
Charlie Puth,2017-07-19,19,692375,Attention
Imagine Dragons,2017-07-19,20,678153,Believer
Sam Hunt,2017-07-19,21,668491,Body Like A Back Road
J Balvin,2017-07-19,22,664847,Mi Gente
Playboi Carti,2017-07-19,23,660682,Magnolia
Logic,2017-07-19,24,653202,1-800-273-8255
Drake,2017-07-19,25,652096,Signs
Future,2017-07-19,26,625795,Mask Off
Travis Scott,2017-07-19,27,607565,goosebumps
Migos,2017-07-19,28,590979,Slippery (feat. Gucci Mane)
Bruno Mars,2017-07-19,29,569387,That's What I Like
Niall Horan,2017-07-19,30,566804,Slow Hands
Selena Gomez,2017-07-19,31,562473,Bad Liar
Imagine Dragons,2017-07-19,32,561715,Thunder
Calvin Harris,2017-07-19,33,546934,Rollin
A Boogie Wit da Hoodie,2017-07-19,34,546769,Drowning (feat. Kodak Black)
Shawn Mendes,2017-07-19,35,546565,There's Nothing Holdin' Me Back
Halsey,2017-07-19,36,545436,Now Or Never
Kesha,2017-07-19,37,544125,Praying
Lauv,2017-07-19,38,536240,I Like Me Better
Ed Sheeran,2017-07-19,39,525710,Shape of You
Kendrick Lamar,2017-07-19,40,505440,LOVE. FEAT. ZACARI.
Zedd,2017-07-19,41,503300,Stay (with Alessia Cara)
Khalid,2017-07-19,42,499678,Young Dumb & Broke
2 Chainz,2017-07-19,43,467149,4 AM
2 Chainz,2017-07-19,44,465862,It's A Vibe
