artist,end_date,rank,start_date,streams,title
Selena Gomez,2017-12-01,11,2017-11-24,5211212,Wolves
Migos,2017-12-01,12,2017-11-24,5131897,MotorSport
Ed Sheeran,2017-12-01,13,2017-11-24,5057808,Perfect
Lil Uzi Vert,2017-12-01,14,2017-11-24,4923983,XO TOUR Llif3
Logic,2017-12-01,15,2017-11-24,4863270,1-800-273-8255
Khalid,2017-12-01,16,2017-11-24,4862860,Young Dumb & Broke
NF,2017-12-01,17,2017-11-24,4854094,Let You Down
Gucci Mane,2017-12-01,18,2017-11-24,4715808,I Get The Bag (feat. Migos)
Mariah Carey,2017-12-01,19,2017-11-24,4531340,All I Want for Christmas Is You
Maroon 5,2017-12-01,20,2017-11-24,4519168,What Lovers Do (feat. SZA)
Post Malone,2017-12-01,21,2017-11-24,4419783,Congratulations
Dua Lipa,2017-12-01,22,2017-11-24,4321759,New Rules
Bebe Rexha,2017-12-01,23,2017-11-24,4135890,Meant to Be (feat. Florida Georgia Line)
Marshmello,2017-12-01,24,2017-11-24,4089164,Silence
Hailee Steinfeld,2017-12-01,25,2017-11-24,4015430,"Let Me Go (with Alesso, Florida Georgia Line & watt)"
Cardi B,2017-12-01,26,2017-11-24,3985938,Bodak Yellow
Famous Dex,2017-12-01,27,2017-11-24,3979714,Pick It Up (feat. A$AP Rocky)
Lil Xan,2017-12-01,28,2017-11-24,3959804,Betrayed
21 Savage,2017-12-01,29,2017-11-24,3873297,Ghostface Killers
Halsey,2017-12-01,30,2017-11-24,3854693,Bad At Love
Kodak Black,2017-12-01,31,2017-11-24,3671437,Roll In Peace (feat. XXXTENTACION)
Kendrick Lamar,2017-12-01,32,2017-11-24,3670915,HUMBLE.
Travis Scott,2017-12-01,33,2017-11-24,3550140,Butterfly Effect
XXXTENTACION,2017-12-01,34,2017-11-24,3490704,Jocelyn Flores
French Montana,2017-12-01,35,2017-11-24,3466926,Unforgettable
Travis Scott,2017-12-01,36,2017-11-24,3464212,goosebumps
Demi Lovato,2017-12-01,37,2017-11-24,3406360,Sorry Not Sorry
NAV,2017-12-01,38,2017-11-24,3399941,Wanted You (feat. Lil Uzi Vert)
Kendrick Lamar,2017-12-01,39,2017-11-24,3341882,LOVE. FEAT. ZACARI.
Lil Uzi Vert,2017-12-01,40,2017-11-24,3304539,The Way Life Goes (feat. Oh Wonder)
XXXTENTACION,2017-12-01,41,2017-11-24,3293820,Fuck Love (feat. Trippie Redd)
Imagine Dragons,2017-12-01,42,2017-11-24,3288125,Thunder
Khalid,2017-12-01,43,2017-11-24,3166471,Location
Brenda Lee,2017-12-01,44,2017-11-24,3103865,Rockin' Around The Christmas Tree - Single Version
Charlie Puth,2017-12-01,45,2017-11-24,3017286,How Long
A Boogie Wit da Hoodie,2017-12-01,46,2017-11-24,3008327,Drowning (feat. Kodak Black)
Migos,2017-12-01,47,2017-11-24,3007974,Slippery (feat. Gucci Mane)
Kodak Black,2017-12-01,48,2017-11-24,2820196,Codeine Dreaming (feat. Lil Wayne)
ZAYN,2017-12-01,49,2017-11-24,2758846,Dusk Till Dawn - Radio Edit
Yo Gotti,2017-12-01,50,2017-11-24,2743339,Rake It Up
YBN Nahmir,2017-12-01,51,2017-11-24,2739217,Rubbin Off The Paint
Portugal. The Man,2017-12-01,52,2017-11-24,2639102,Feel It Still
Post Malone,2017-12-01,53,2017-11-24,2628340,Go Flex
Andy Williams,2017-12-01,54,2017-11-24,2566225,It's the Most Wonderful Time of the Year
Tay-K,2017-12-01,55,2017-11-24,2542586,The Race
Luis Fonsi,2017-12-01,56,2017-11-24,2512148,Échame La Culpa
Clean Bandit,2017-12-01,57,2017-11-24,2432515,I Miss You (feat. Julia Michaels)
6ix9ine,2017-12-01,58,2017-11-24,2425888,GUMMO
Wham!,2017-12-01,59,2017-11-24,2413981,Last Christmas
Maroon 5,2017-12-01,60,2017-11-24,2334195,Wait
Anita Kerr Singers,2017-12-01,61,2017-11-24,2329153,Jingle Bell Rock
Camila Cabello,2017-12-01,62,2017-11-24,2291703,Havana - Remix
Miguel,2017-12-01,63,2017-11-24,2274191,Sky Walker
Young Thug,2017-12-01,64,2017-11-24,2220421,Relationship (feat. Future)
Imagine Dragons,2017-12-01,65,2017-11-24,2207714,Believer
Rich The Kid,2017-12-01,66,2017-11-24,2191522,New Freezer (feat. Kendrick Lamar)
Kendrick Lamar,2017-12-01,67,2017-11-24,2170532,DNA.
BTS,2017-12-01,68,2017-11-24,2163684,MIC Drop (feat. Desiigner) [Steve Aoki Remix]
Playboi Carti,2017-12-01,69,2017-11-24,2154274,Magnolia
Post Malone,2017-12-01,70,2017-11-24,2149540,White Iverson
Childish Gambino,2017-12-01,71,2017-11-24,2141235,Redbone
Kodak Black,2017-12-01,72,2017-11-24,2138248,Transportin'
Ed Sheeran,2017-12-01,73,2017-11-24,2105883,Shape of You
Lil Uzi Vert,2017-12-01,74,2017-11-24,2075245,Sauce It Up
SZA,2017-12-01,75,2017-11-24,2074056,Love Galore
Burl Ives,2017-12-01,76,2017-11-24,2065323,A Holly Jolly Christmas - Single Version
J Balvin,2017-12-01,77,2017-11-24,2050470,Mi Gente
Chris Brown,2017-12-01,78,2017-11-24,2024755,Pills & Automobiles
Frank Sinatra,2017-12-01,79,2017-11-24,2021797,Let It Snow! Let It Snow! Let It Snow!
Sam Hunt,2017-12-01,80,2017-11-24,2020324,Body Like A Back Road
Russ,2017-12-01,81,2017-11-24,2017859,Losin Control
Eminem,2017-12-01,82,2017-11-24,2001219,Walk On Water (feat. Beyoncé)
Charlie Puth,2017-12-01,83,2017-11-24,1998249,Attention
Future,2017-12-01,84,2017-11-24,1994091,Mask Off
Sam Smith,2017-12-01,85,2017-11-24,1982892,Pray
XXXTENTACION,2017-12-01,86,2017-11-24,1950654,Everybody Dies In Their Nightmares
Machine Gun Kelly,2017-12-01,87,2017-11-24,1937958,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)"
Lil Uzi Vert,2017-12-01,88,2017-11-24,1933276,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix
2 Chainz,2017-12-01,89,2017-11-24,1894954,It's A Vibe
Kygo,2017-12-01,90,2017-11-24,1849092,Stargazing
Jason Derulo,2017-12-01,91,2017-11-24,1846373,Tip Toe (feat. French Montana)
Luis Fonsi,2017-12-01,92,2017-11-24,1794108,Despacito - Remix
James Arthur,2017-12-01,93,2017-11-24,1786774,Say You Won't Let Go
SZA,2017-12-01,94,2017-11-24,1779278,The Weekend
Bing Crosby,2017-12-01,95,2017-11-24,1777524,White Christmas
Kane Brown,2017-12-01,96,2017-11-24,1752793,What Ifs
Nat King Cole,2017-12-01,97,2017-11-24,1747501,The Christmas Song (Merry Christmas To You)
Kesha,2017-12-01,98,2017-11-24,1743416,Praying
Vince Guaraldi Trio,2017-12-01,99,2017-11-24,1725974,Christmas Time Is Here - Vocal
Band Aid,2017-12-01,100,2017-11-24,1719758,Do They Know It's Christmas? - 1984 Version
KYLE,2017-12-01,101,2017-11-24,1701049,iSpy (feat. Lil Yachty)
Taylor Swift,2017-12-01,102,2017-11-24,1697744,...Ready For It?
Macklemore,2017-12-01,103,2017-11-24,1696461,Good Old Days (feat. Kesha)
Kodak Black,2017-12-01,104,2017-11-24,1689522,Tunnel Vision
Lauv,2017-12-01,105,2017-11-24,1689230,I Like Me Better
DJ Khaled,2017-12-01,106,2017-11-24,1688872,I'm the One
Liam Payne,2017-12-01,107,2017-11-24,1686010,Strip That Down
Michael Bublé,2017-12-01,108,2017-11-24,1685571,It's Beginning To Look A Lot Like Christmas
Migos,2017-12-01,109,2017-11-24,1677092,Bad and Boujee (feat. Lil Uzi Vert)
Macklemore,2017-12-01,110,2017-11-24,1674044,Glorious (feat. Skylar Grey)
Taylor Swift,2017-12-01,111,2017-11-24,1671122,Look What You Made Me Do
Niall Horan,2017-12-01,112,2017-11-24,1668711,Slow Hands
GoldLink,2017-12-01,113,2017-11-24,1653456,Crew
Elvis Presley,2017-12-01,114,2017-11-24,1643235,Blue Christmas
Mykola Dmytrovych Leontovych,2017-12-01,115,2017-11-24,1636167,Carol of the Bells
Lorde,2017-12-01,116,2017-11-24,1633733,Homemade Dynamite - REMIX
Kendrick Lamar,2017-12-01,117,2017-11-24,1630737,LOYALTY. FEAT. RIHANNA.
Playboi Carti,2017-12-01,118,2017-11-24,1628187,wokeuplikethis*
Big Sean,2017-12-01,119,2017-11-24,1627088,Bounce Back
Jaden Smith,2017-12-01,120,2017-11-24,1614792,Icon
Diplo,2017-12-01,121,2017-11-24,1606767,Get It Right (feat. MØ)
Bruno Mars,2017-12-01,122,2017-11-24,1593498,That's What I Like
Perry Como,2017-12-01,123,2017-11-24,1583080,It's Beginning to Look a Lot Like Christmas
Travis Scott,2017-12-01,124,2017-11-24,1581513,beibs in the trap
Drake,2017-12-01,125,2017-11-24,1578131,Passionfruit
J. Cole,2017-12-01,126,2017-11-24,1575654,No Role Modelz
Anitta,2017-12-01,127,2017-11-24,1569554,Downtown
Avicii,2017-12-01,128,2017-11-24,1568882,Lonely Together (feat. Rita Ora)
XXXTENTACION,2017-12-01,129,2017-11-24,1568569,Look At Me!
Bing Crosby,2017-12-01,130,2017-11-24,1567786,Winter Wonderland
Thomas Rhett,2017-12-01,131,2017-11-24,1563518,Unforgettable
DJ Khaled,2017-12-01,132,2017-11-24,1555743,Wild Thoughts
Migos,2017-12-01,133,2017-11-24,1552248,T-Shirt
blackbear,2017-12-01,134,2017-11-24,1541255,do re mi
21 Savage,2017-12-01,135,2017-11-24,1530453,Rap Saved Me
José Feliciano,2017-12-01,136,2017-11-24,1519525,Feliz Navidad
6LACK,2017-12-01,137,2017-11-24,1514376,PRBLMS
Lil Peep,2017-12-01,138,2017-11-24,1483183,Save That Shit
Justin Bieber,2017-12-01,139,2017-11-24,1482429,Mistletoe
Future,2017-12-01,140,2017-11-24,1479260,Patek Water
N.E.R.D,2017-12-01,141,2017-11-24,1470775,Lemon
Cheat Codes,2017-12-01,142,2017-11-24,1470062,Feels Great (feat. Fetty Wap & CVBZ)
Post Malone,2017-12-01,143,2017-11-24,1464575,No Option
Daya,2017-12-01,144,2017-11-24,1455893,New
Lil Pump,2017-12-01,145,2017-11-24,1447496,Boss
Tee Grizzley,2017-12-01,146,2017-11-24,1428466,First Day Out
Ariana Grande,2017-12-01,147,2017-11-24,1424484,Santa Tell Me
Shawn Mendes,2017-12-01,148,2017-11-24,1422518,There's Nothing Holdin' Me Back
James Arthur,2017-12-01,149,2017-11-24,1420804,Naked
Eartha Kitt,2017-12-01,150,2017-11-24,1414072,Santa Baby
Chuck Berry,2017-12-01,151,2017-11-24,1413625,Run Rudolph Run - Single Version
The Weeknd,2017-12-01,152,2017-11-24,1412018,Starboy
NAV,2017-12-01,153,2017-11-24,1407048,Myself
2 Chainz,2017-12-01,154,2017-11-24,1405050,4:00 AM
Rae Sremmurd,2017-12-01,155,2017-11-24,1397123,Swang
Big Sean,2017-12-01,156,2017-11-24,1396751,Pull Up N Wreck (With Metro Boomin)
Rae Sremmurd,2017-12-01,157,2017-11-24,1395238,Perplexing Pegasus
Luke Combs,2017-12-01,158,2017-11-24,1391396,When It Rains It Pours
6LACK,2017-12-01,159,2017-11-24,1385860,Ex Calling
21 Savage,2017-12-01,160,2017-11-24,1382817,My Choppa Hate Niggas
Ozuna,2017-12-01,161,2017-11-24,1380716,Se Preparó
blackbear,2017-12-01,162,2017-11-24,1380526,do re mi (feat. Gucci Mane)
J Balvin,2017-12-01,163,2017-11-24,1378843,Mi Gente (feat. Beyoncé)
The Weeknd,2017-12-01,164,2017-11-24,1378085,Die For You
21 Savage,2017-12-01,165,2017-11-24,1370078,X (feat. Future)
Bryson Tiller,2017-12-01,166,2017-11-24,1356353,Don't
The Chainsmokers,2017-12-01,167,2017-11-24,1352055,Closer
Bryson Tiller,2017-12-01,168,2017-11-24,1350096,Exchange
Brett Young,2017-12-01,169,2017-11-24,1349955,In Case You Didn't Know
DRAM,2017-12-01,170,2017-11-24,1348212,Broccoli (feat. Lil Yachty)
Aminé,2017-12-01,171,2017-11-24,1340184,Caroline
The Chainsmokers,2017-12-01,172,2017-11-24,1332071,Something Just Like This
Pentatonix,2017-12-01,173,2017-11-24,1327700,Hallelujah
YoungBoy Never Broke Again,2017-12-01,174,2017-11-24,1325888,No Smoke
Lil Uzi Vert,2017-12-01,175,2017-11-24,1325321,Money Longer
Russ,2017-12-01,176,2017-11-24,1323723,What They Want
Drake,2017-12-01,177,2017-11-24,1321862,Fake Love
Paul McCartney,2017-12-01,178,2017-11-24,1321007,Wonderful Christmastime - Remastered 2011 / Edited Version
John Lennon,2017-12-01,179,2017-11-24,1320545,Happy Xmas (War Is Over) - 2010 Digital Remaster
LANCO,2017-12-01,180,2017-11-24,1317355,Greatest Love Story
Burl Ives,2017-12-01,181,2017-11-24,1310517,Rudolph The Red-Nosed Reindeer
Tee Grizzley,2017-12-01,182,2017-11-24,1305971,From The D To The A (feat. Lil Yachty)
Bad Bunny,2017-12-01,183,2017-11-24,1299713,Sensualidad
Alan Walker,2017-12-01,184,2017-11-24,1296114,All Falls Down
Trippie Redd,2017-12-01,185,2017-11-24,1285784,Love Scars
Jon Pardi,2017-12-01,186,2017-11-24,1278781,Heartache On The Dance Floor
Julia Michaels,2017-12-01,187,2017-11-24,1269707,Issues
Steve Aoki,2017-12-01,188,2017-11-24,1261689,All Night
Drake,2017-12-01,189,2017-11-24,1260890,Portland
Kygo,2017-12-01,190,2017-11-24,1260798,Stranger Things
Gucci Mane,2017-12-01,191,2017-11-24,1258381,Both (feat. Drake)
Trippie Redd,2017-12-01,192,2017-11-24,1256585,Bust Down
Khalid,2017-12-01,193,2017-11-24,1255767,Saved
Halsey,2017-12-01,194,2017-11-24,1243257,Now Or Never
Chris Brown,2017-12-01,195,2017-11-24,1242728,Questions
Lil Uzi Vert,2017-12-01,196,2017-11-24,1241699,20 Min
ZAYN,2017-12-01,197,2017-11-24,1240347,"I Don?�t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
Big Shaq,2017-12-01,198,2017-11-24,1233057,Man's Not Hot
Becky G,2017-12-01,199,2017-11-24,1229374,Mayores
Chance The Rapper,2017-12-01,200,2017-11-24,1227623,No Problem (feat. Lil Wayne & 2 Chainz)
Post Malone,2017-12-08,1,2017-12-01,12623579,rockstar
Lil Pump,2017-12-08,2,2017-12-01,8681449,Gucci Gang
Post Malone,2017-12-08,3,2017-12-01,7334983,I Fall Apart
Post Malone,2017-12-08,4,2017-12-01,6958753,Candy Paint
Ed Sheeran,2017-12-08,5,2017-12-01,6885683,Perfect Duet (Ed Sheeran & Beyoncé)
Offset,2017-12-08,6,2017-12-01,6704101,Ric Flair Drip (& Metro Boomin)
G-Eazy,2017-12-08,7,2017-12-01,6209107,No Limit
Camila Cabello,2017-12-08,8,2017-12-01,6066445,Havana
Mariah Carey,2017-12-08,9,2017-12-01,5984865,All I Want for Christmas Is You
G-Eazy,2017-12-08,10,2017-12-01,5909702,Him & I (with Halsey)
A$AP Ferg,2017-12-08,11,2017-12-01,5786787,Plain Jane
21 Savage,2017-12-08,12,2017-12-01,5763001,Bank Account
Sam Smith,2017-12-08,13,2017-12-01,5745437,Too Good At Goodbyes
NF,2017-12-08,14,2017-12-01,5384553,Let You Down
Selena Gomez,2017-12-08,15,2017-12-01,5345455,Wolves
Lil Uzi Vert,2017-12-08,16,2017-12-01,5240052,XO TOUR Llif3
Famous Dex,2017-12-08,17,2017-12-01,5081987,Pick It Up (feat. A$AP Rocky)
Khalid,2017-12-08,18,2017-12-01,5006784,Young Dumb & Broke
Logic,2017-12-08,19,2017-12-01,4935241,1-800-273-8255
Ed Sheeran,2017-12-08,20,2017-12-01,4909610,Perfect
Gucci Mane,2017-12-08,21,2017-12-01,4738800,I Get The Bag (feat. Migos)
Migos,2017-12-08,22,2017-12-01,4721271,MotorSport
Post Malone,2017-12-08,23,2017-12-01,4634063,Congratulations
Maroon 5,2017-12-08,24,2017-12-01,4502480,What Lovers Do (feat. SZA)
Lil Xan,2017-12-08,25,2017-12-01,4492879,Betrayed
Dua Lipa,2017-12-08,26,2017-12-01,4474952,New Rules
Bebe Rexha,2017-12-08,27,2017-12-01,4334154,Meant to Be (feat. Florida Georgia Line)
Marshmello,2017-12-08,28,2017-12-01,4221559,Silence
Hailee Steinfeld,2017-12-08,29,2017-12-01,4203112,"Let Me Go (with Alesso, Florida Georgia Line & watt)"
Kendrick Lamar,2017-12-08,30,2017-12-01,4062855,HUMBLE.
Cardi B,2017-12-08,31,2017-12-01,4038226,Bodak Yellow
Halsey,2017-12-08,32,2017-12-01,4037943,Bad At Love
21 Savage,2017-12-08,33,2017-12-01,3944194,Ghostface Killers
Kodak Black,2017-12-08,34,2017-12-01,3815852,Roll In Peace (feat. XXXTENTACION)
Brenda Lee,2017-12-08,35,2017-12-01,3776506,Rockin' Around The Christmas Tree - Single Version
Travis Scott,2017-12-08,36,2017-12-01,3776487,Butterfly Effect
Kodak Black,2017-12-08,37,2017-12-01,3709387,Codeine Dreaming (feat. Lil Wayne)
Kendrick Lamar,2017-12-08,38,2017-12-01,3632643,LOVE. FEAT. ZACARI.
Travis Scott,2017-12-08,39,2017-12-01,3618964,goosebumps
XXXTENTACION,2017-12-08,40,2017-12-01,3548369,Jocelyn Flores
NAV,2017-12-08,41,2017-12-01,3521339,Wanted You (feat. Lil Uzi Vert)
Demi Lovato,2017-12-08,42,2017-12-01,3504799,Sorry Not Sorry
French Montana,2017-12-08,43,2017-12-01,3441027,Unforgettable
Khalid,2017-12-08,44,2017-12-01,3412330,Location
XXXTENTACION,2017-12-08,45,2017-12-01,3402876,Fuck Love (feat. Trippie Redd)
Imagine Dragons,2017-12-08,46,2017-12-01,3373818,Thunder
Miguel,2017-12-08,47,2017-12-01,3348975,Sky Walker
Lil Uzi Vert,2017-12-08,48,2017-12-01,3340056,The Way Life Goes (feat. Oh Wonder)
Wham!,2017-12-08,49,2017-12-01,3157842,Last Christmas
Migos,2017-12-08,50,2017-12-01,3090988,Slippery (feat. Gucci Mane)
YBN Nahmir,2017-12-08,51,2017-12-01,3034185,Rubbin Off The Paint
6ix9ine,2017-12-08,52,2017-12-01,3020079,GUMMO
Charlie Puth,2017-12-08,53,2017-12-01,2992350,How Long
Anita Kerr Singers,2017-12-08,54,2017-12-01,2978641,Jingle Bell Rock
Andy Williams,2017-12-08,55,2017-12-01,2961201,It's the Most Wonderful Time of the Year
A Boogie Wit da Hoodie,2017-12-08,56,2017-12-01,2913978,Drowning (feat. Kodak Black)
Clean Bandit,2017-12-08,57,2017-12-01,2865835,I Miss You (feat. Julia Michaels)
Luis Fonsi,2017-12-08,58,2017-12-01,2762349,Échame La Culpa
Taylor Swift,2017-12-08,59,2017-12-01,2760091,Look What You Made Me Do
Machine Gun Kelly,2017-12-08,60,2017-12-01,2706078,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)"
Taylor Swift,2017-12-08,61,2017-12-01,2704347,...Ready For It?
Burl Ives,2017-12-08,62,2017-12-01,2697971,A Holly Jolly Christmas - Single Version
ZAYN,2017-12-08,63,2017-12-01,2697003,Dusk Till Dawn - Radio Edit
Post Malone,2017-12-08,64,2017-12-01,2690087,Go Flex
Yo Gotti,2017-12-08,65,2017-12-01,2573739,Rake It Up
Taylor Swift,2017-12-08,66,2017-12-01,2539962,End Game
Portugal. The Man,2017-12-08,67,2017-12-01,2539056,Feel It Still
Rich The Kid,2017-12-08,68,2017-12-01,2501090,New Freezer (feat. Kendrick Lamar)
Kendrick Lamar,2017-12-08,69,2017-12-01,2481006,DNA.
Vince Guaraldi Trio,2017-12-08,70,2017-12-01,2456027,Christmas Time Is Here - Vocal
Tay-K,2017-12-08,71,2017-12-01,2434251,The Race
Maroon 5,2017-12-08,72,2017-12-01,2433133,Wait
Frank Sinatra,2017-12-08,73,2017-12-01,2426884,Let It Snow! Let It Snow! Let It Snow!
Bing Crosby,2017-12-08,74,2017-12-01,2419671,White Christmas
Childish Gambino,2017-12-08,75,2017-12-01,2411030,Redbone
Ed Sheeran,2017-12-08,76,2017-12-01,2405684,Shape of You
Imagine Dragons,2017-12-08,77,2017-12-01,2327129,Believer
Nat King Cole,2017-12-08,78,2017-12-01,2273324,The Christmas Song (Merry Christmas To You)
Camila Cabello,2017-12-08,79,2017-12-01,2260778,Havana - Remix
Chris Brown,2017-12-08,80,2017-12-01,2247430,Pills & Automobiles
Playboi Carti,2017-12-08,81,2017-12-01,2241878,Magnolia
Future,2017-12-08,82,2017-12-01,2234253,Mask Off
SZA,2017-12-08,83,2017-12-01,2231391,Love Galore
Young Thug,2017-12-08,84,2017-12-01,2228331,Relationship (feat. Future)
Taylor Swift,2017-12-08,85,2017-12-01,2226600,I Did Something Bad
Post Malone,2017-12-08,86,2017-12-01,2225315,White Iverson
Taylor Swift,2017-12-08,87,2017-12-01,2224671,Gorgeous
Kodak Black,2017-12-08,88,2017-12-01,2215790,Transportin'
BTS,2017-12-08,89,2017-12-01,2200101,MIC Drop (feat. Desiigner) [Steve Aoki Remix]
Band Aid,2017-12-08,90,2017-12-01,2167823,Do They Know It's Christmas? - 1984 Version
Russ,2017-12-08,91,2017-12-01,2149370,Losin Control
Lil Uzi Vert,2017-12-08,92,2017-12-01,2140151,Sauce It Up
Elvis Presley,2017-12-08,93,2017-12-01,2138995,Blue Christmas
Taylor Swift,2017-12-08,94,2017-12-01,2134500,Don?�t Blame Me
Taylor Swift,2017-12-08,95,2017-12-01,2124816,Delicate
Mykola Dmytrovych Leontovych,2017-12-08,96,2017-12-01,2104091,Carol of the Bells
J Balvin,2017-12-08,97,2017-12-01,2074284,Mi Gente
Sam Hunt,2017-12-08,98,2017-12-01,2067917,Body Like A Back Road
Charlie Puth,2017-12-08,99,2017-12-01,2062958,Attention
Lil Uzi Vert,2017-12-08,100,2017-12-01,2059785,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix
Jason Derulo,2017-12-08,101,2017-12-01,2058451,Tip Toe (feat. French Montana)
Taylor Swift,2017-12-08,102,2017-12-01,2020196,Call It What You Want
XXXTENTACION,2017-12-08,103,2017-12-01,1979974,Everybody Dies In Their Nightmares
Bing Crosby,2017-12-08,104,2017-12-01,1969503,Winter Wonderland
Luis Fonsi,2017-12-08,105,2017-12-01,1969097,Despacito - Remix
Perry Como,2017-12-08,106,2017-12-01,1956436,It's Beginning to Look a Lot Like Christmas
Ariana Grande,2017-12-08,107,2017-12-01,1955002,Santa Tell Me
2 Chainz,2017-12-08,108,2017-12-01,1946680,It's A Vibe
KYLE,2017-12-08,109,2017-12-01,1933994,iSpy (feat. Lil Yachty)
José Feliciano,2017-12-08,110,2017-12-01,1917355,Feliz Navidad
James Arthur,2017-12-08,111,2017-12-01,1910103,Say You Won't Let Go
Justin Bieber,2017-12-08,112,2017-12-01,1903294,Mistletoe
Michael Bublé,2017-12-08,113,2017-12-01,1888621,It's Beginning To Look A Lot Like Christmas
SZA,2017-12-08,114,2017-12-01,1872920,The Weekend
DJ Khaled,2017-12-08,115,2017-12-01,1869353,I'm the One
Migos,2017-12-08,116,2017-12-01,1837987,Bad and Boujee (feat. Lil Uzi Vert)
Big Shaq,2017-12-08,117,2017-12-01,1827387,Man's Not Hot
Kygo,2017-12-08,118,2017-12-01,1821055,Stargazing
Kodak Black,2017-12-08,119,2017-12-01,1810524,Tunnel Vision
Big Sean,2017-12-08,120,2017-12-01,1802558,Bounce Back
Macklemore,2017-12-08,121,2017-12-01,1801165,Good Old Days (feat. Kesha)
Liam Payne,2017-12-08,122,2017-12-01,1790704,Strip That Down
Drake,2017-12-08,123,2017-12-01,1779863,Passionfruit
Lil Peep,2017-12-08,124,2017-12-01,1768969,Save That Shit
Bruno Mars,2017-12-08,125,2017-12-01,1763864,That's What I Like
Lauv,2017-12-08,126,2017-12-01,1761112,I Like Me Better
J. Cole,2017-12-08,127,2017-12-01,1756070,No Role Modelz
GoldLink,2017-12-08,128,2017-12-01,1755210,Crew
Demi Lovato,2017-12-08,129,2017-12-01,1752374,Tell Me You Love Me
Kendrick Lamar,2017-12-08,130,2017-12-01,1751366,LOYALTY. FEAT. RIHANNA.
Kane Brown,2017-12-08,131,2017-12-01,1747953,What Ifs
Kesha,2017-12-08,132,2017-12-01,1747730,Praying
Chuck Berry,2017-12-08,133,2017-12-01,1741329,Run Rudolph Run - Single Version
Burl Ives,2017-12-08,134,2017-12-01,1722158,Rudolph The Red-Nosed Reindeer
Playboi Carti,2017-12-08,135,2017-12-01,1701121,wokeuplikethis*
Lorde,2017-12-08,136,2017-12-01,1697918,Homemade Dynamite - REMIX
Niall Horan,2017-12-08,137,2017-12-01,1697652,Slow Hands
Martin Garrix,2017-12-08,138,2017-12-01,1694208,So Far Away
